"scenario_id","study","rep","generator","n","nu","ok","convergence","strict_success","logLik","grad_norm","alpha_grad_norm","hat_mu1","hat_mu2","hat_sigma1","hat_sigma2","hat_rho","hat_delta1","hat_delta2","hat_alpha1","hat_alpha2","hat_lambda1","hat_lambda2","hat_alpha_norm","hat_alpha_angle","true_mu1","true_mu2","true_sigma1","true_sigma2","true_rho","true_delta1","true_delta2","true_alpha1","true_alpha2","true_lambda1","true_lambda2","true_alpha_norm","true_alpha_angle","cover_obs_rho","cover_sand_rho","cover_obs_delta1","cover_sand_delta1","cover_obs_delta2","cover_sand_delta2","cover_obs_alpha1","cover_sand_alpha1","cover_obs_alpha2","cover_sand_alpha2","source_file"
"robust_rmse_t6","robust_rmse",1,"t",300,6,TRUE,0,FALSE,-691.198331113285,0.0417720952450523,0.00575373841202989,0.288315182168218,-0.348050265555056,1.15578559151153,0.893754658355118,0.46956267221056,0.761446902547983,0.411106606537585,1.17704326841501,-0.343384588274002,1.17640292194615,-0.435162422358444,1.22610922481857,-16.2638070855585,0.3,-0.2,1.1,0.9,0.35,0.7,0.4,1.2,-0.8,1.36264171554803,-0.94890757810422,1.4422205101856,-33.6900675259798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chunk_0000.csv"
"robust_rmse_t6","robust_rmse",129,"t",300,6,TRUE,0,FALSE,-730.915563933832,0.0679363518085642,0.0112982915743598,0.305943958777295,-0.192325564023961,1.26234146466431,0.956630408727908,0.333794848795974,0.737699290915467,0.32067721694262,1.36751078863791,-0.916507442029668,1.34040590550693,-1.0163500265608,1.64622952480413,-33.8300428338787,0.3,-0.2,1.1,0.9,0.35,0.7,0.4,1.2,-0.8,1.36264171554803,-0.94890757810422,1.4422205101856,-33.6900675259798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chunk_0000.csv"
"coverage_gaussian_n150","coverage",1,"gaussian",150,6,TRUE,0,FALSE,-318.883001270738,0.0565814651860393,0.0162370428388275,0.345267539980394,-0.388702487492131,1.03815676479187,0.890817252658787,0.398508275465911,0.630979001043366,0.337916839133869,0.868670522685154,-0.556501130027265,1.06965577943441,-0.68113011522254,1.03164043382553,-32.6450645963434,0.3,-0.2,1.1,0.9,0.35,0.7,0.4,1.2,-0.8,1.36264171554803,-0.94890757810422,1.4422205101856,-33.6900675259798,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"chunk_0000.csv"
"coverage_gaussian_n150","coverage",129,"gaussian",150,6,TRUE,0,FALSE,-299.673522396294,0.0400401479794941,0.00642429160601024,0.408427117353966,-0.158888369221766,1.09096674501601,0.870928151542127,0.386016182832119,0.784484428350802,0.300342962513103,1.14870235389022,-1.00748280721757,1.4393499053053,-1.25398604094796,1.52791973109582,-41.2527595660934,0.3,-0.2,1.1,0.9,0.35,0.7,0.4,1.2,-0.8,1.36264171554803,-0.94890757810422,1.4422205101856,-33.6900675259798,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"chunk_0000.csv"
"coverage_gaussian_n300","coverage",1,"gaussian",300,6,TRUE,0,TRUE,-588.99449252481,0.0426557333127925,0.00220847893554462,0.283379357895258,-0.194828870030789,1.17043697148505,0.889323448303383,0.379707904781137,0.841145243275369,0.505087667860731,1.23034879413459,-0.679532034027137,1.28948526365859,-0.82595900396558,1.4055326180838,-28.9122412940477,0.3,-0.2,1.1,0.9,0.35,0.7,0.4,1.2,-0.8,1.36264171554803,-0.94890757810422,1.4422205101856,-33.6900675259798,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"chunk_0000.csv"
"coverage_gaussian_n300","coverage",129,"gaussian",300,6,TRUE,0,FALSE,-611.231374633413,0.192875402843003,0.0527814538775833,0.322199592096656,-0.184155307942809,1.09584169438452,0.964632062018706,0.318533402805775,0.675158809440008,0.495580358871814,1.208262356308,-1.14743515908976,1.45444643815703,-1.25486962092979,1.66628489940535,-43.52087655315,0.3,-0.2,1.1,0.9,0.35,0.7,0.4,1.2,-0.8,1.36264171554803,-0.94890757810422,1.4422205101856,-33.6900675259798,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"chunk_0000.csv"
"coverage_t6_n300","coverage",1,"t",300,6,TRUE,0,FALSE,-702.272864286678,0.179845353462066,0.0129425325361526,0.32630076101336,-0.234346849879032,1.1482286089056,0.937429035119466,0.392842360642685,0.712690286333891,0.496583830572402,1.17008884157632,-0.763442787232948,1.30306856086033,-0.885597496922478,1.39712303916278,-33.1230680709936,0.3,-0.2,1.1,0.9,0.35,0.7,0.4,1.2,-0.8,1.36264171554803,-0.94890757810422,1.4422205101856,-33.6900675259798,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"chunk_0000.csv"
"coverage_t6_n300","coverage",129,"t",300,6,TRUE,0,FALSE,-668.649558117149,0.0218838440931496,0.00767971687478112,0.325331062097407,-0.20590065280198,1.12713656605263,0.83759789713015,0.327972346624718,0.791919970040252,0.473952428352505,1.15299017183831,-0.767630088109722,1.25937940175575,-0.970126399231401,1.38515063748571,-33.6546169244147,0.3,-0.2,1.1,0.9,0.35,0.7,0.4,1.2,-0.8,1.36264171554803,-0.94890757810422,1.4422205101856,-33.6900675259798,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"chunk_0000.csv"
"sample_size_gaussian_n150","sample_size",1,"gaussian",150,6,TRUE,0,FALSE,-297.816627758228,0.0539021784529912,0.00343866954473041,0.400906505048743,-0.223579450627734,0.966528084868431,0.895939591023673,0.489891323735894,0.674304678933188,0.4473339563572,0.677026941230081,-0.734303191127454,1.12739855800577,-0.940130270961507,0.998782586778185,-47.3239690339774,0.3,-0.2,1.1,0.9,0.35,0.7,0.4,1.2,-0.8,1.36264171554803,-0.94890757810422,1.4422205101856,-33.6900675259798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chunk_0000.csv"
"sample_size_gaussian_n150","sample_size",129,"gaussian",150,6,TRUE,0,FALSE,-301.397199212482,0.0957221826359102,0.00196787844331746,0.375604249098161,-0.242161012539802,1.06071038572812,0.901018674491751,0.466883383562311,0.716591574457588,0.344257228035578,1.15714256417805,-0.716474767573637,1.44753109884248,-0.899203945811173,1.36099779808869,-31.7647926846015,0.3,-0.2,1.1,0.9,0.35,0.7,0.4,1.2,-0.8,1.36264171554803,-0.94890757810422,1.4422205101856,-33.6900675259798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chunk_0000.csv"
